label,text,cid
Reporting - Location of COVID Genome,there Ca published genomic sequences bè found for the covid virus,90
Reporting - Location of COVID Genome,where can pubished genomic sequence be found fro the covid computer virtus,90
Reporting - Location of COVID Genome,whe tooshie write genomic sequences be ged for the covid virtus,90
Reporting - Location of COVID Genome,where can pubished genomic sequences be found for se covid computer virtus,90
Reporting - Location of COVID Genome,where can published genomic sequences be found fou he covid comeputer virus,90
Reporting - Location of COVID Genome,where cane put out genomic sequences be found far the covid computy virus,90
Reporting - Location of COVID Genome,wich can published genomic chronological sequence be pump for they covid virus,90
Reporting - Location of COVID Genome,where toilet pubished genomic sequence we found for the covid virtus,90
Origin - Natural Reservoir,what was thay covid reservoir,52
Origin - Natural Reservoir,what constitute dthe covid reservoir,52
Origin - Natural Reservoir,what was the covid man mede luck,52
Origin - Natural Reservoir,what was ther covid man made luck,52
Origin - Natural Reservoir,what was thes covid reservoir,52
Origin - Natural Reservoir,hwat was the covid reservoir,52
Origin - Natural Reservoir,whah was the covid reservoir,52
Origin - Natural Reservoir,wha was the covid source,52
Origin - Natural Reservoir,what IS a natura reservoir of covid,52
Origin - Natural Reservoir,what is a natutal reservoir 0f covid,52
Origin - Natural Reservoir,Waht embody a natural reservoir iof covid,52
Origin - Natural Reservoir,wath is aa raw artificial lake of covid,52
Origin - Natural Reservoir,what is la natural reservoir for covid,52
Origin - Natural Reservoir,what bee a instinctive reservoir og covid,52
Origin - Natural Reservoir,whant be a natural reservoir od covid,52
Origin - Natural Reservoir,what personify al natursl reservoir of covid,52
Symptoms - Ability to be Asymptomatic,get covid witho no symptoms,153
Symptoms - Ability to be Asymptomatic,have covid [[wich no symptom,153
Symptoms - Ability to be Asymptomatic,hace covid with no symptoms,153
Symptoms - Ability to be Asymptomatic,dwlivery covid with no symptoms,153
Symptoms - Ability to be Asymptomatic,have covid wtih no symptom,153
Symptoms - Ability to be Asymptomatic,have covid wjth no symptom,153
Symptoms - Ability to be Asymptomatic,have covid with no symptons,153
Symptoms - Ability to be Asymptomatic,have covid wth no symptom,153
Symptoms - Ability to be Asymptomatic,leva it possible to had covid without any sympton at all,153
Symptoms - Ability to be Asymptomatic,equal it possible to have get covid witout any symptom ant all,153
Symptoms - Ability to be Asymptomatic,is information technology POSEBOL to casuse covid without eny symptoms at all,153
Symptoms - Ability to be Asymptomatic,is iit possible ho receve covid without any symptoms at all,153
Symptoms - Ability to be Asymptomatic,is it possible fo have covid without eny symptom at alle,153
Symptoms - Ability to be Asymptomatic,is it possible to experience covid withouth an symptom at 'll,153
Symptoms - Ability to be Asymptomatic,is infotmation technology potential tu have covid without eny symptom at all,153
Symptoms - Ability to be Asymptomatic,is it potential to gove covid without any symptoms ay oll,153
Treatment - Advil,schold covid patients take motrin,196
Treatment - Advil,should covid patients tke nuprin,196
Treatment - Advil,shoulud covid patients take motrin,196
Treatment - Advil,should covid patient take advil,196
Treatment - Advil,should covid patients takes advil,196
Treatment - Advil,should covid patient tkae advil,196
Treatment - Advil,should covid patiente take advil,196
Treatment - Advil,should covid paintent carry advil,196
Treatment - Advil,wherefore sould you no take ibuprofen durin the covid pandemic,196
Treatment - Advil,wherefore shoull you not thak advil during tem covid pandemic,196
Treatment - Advil,why should you not havea advil durring They covid pandemic,196
Treatment - Advil,why shouls you not drive advil durind tge covid pandemic,196
Treatment - Advil,why schold yoo non thak advil during the covid pandemic,196
Treatment - Advil,wy should you non toke isobutylphenyl propionic acid during tie covid pandemic,196
Treatment - Advil,why should you none tack advil during DE covid pandemic,196
Treatment - Advil,why shoull y not take motrin during ths covid pandemic,196
Origin - Patient Zero,wo is covid patient nought,53
Origin - Patient Zero,how is covid patient 0,53
Origin - Patient Zero,who is covid patient rol 0,53
Origin - Patient Zero,who be covid patient ooo,53
Origin - Patient Zero,who is covid affected role oo,53
Origin - Patient Zero,world health organization isd covid patient o,53
Origin - Patient Zero,world healthy organization is covid pationts 0,53
Origin - Patient Zero,who is covid affected role and,53
Origin - Patient Zero,who leva patitent zero for the covid virus,53
Origin - Patient Zero,who is patient zero for rthe covid virtus,53
Origin - Patient Zero,ho is patient zero for the covid computer virtus,53
Origin - Patient Zero,who constitute patient goose egg for ttt covid virtus,53
Origin - Patient Zero,who personify patiente zero for the covid virtus,53
Origin - Patient Zero,HO is patient ziro for the covid virus,53
Origin - Patient Zero,world halth organization is patient nix fou ths covid virus,53
Origin - Patient Zero,who be pationt zero fo the covid virus,53
Symptoms - Fever Onset,when does fver start with covid,155
Symptoms - Fever Onset,when does fever start wish covid,155
Symptoms - Fever Onset,whan does fever start with covid,155
Symptoms - Fever Onset,wehn does fever start with covid,155
Symptoms - Fever Onset,whev does fever start with covid,155
Symptoms - Fever Onset,when does fever start witch covid,155
Symptoms - Fever Onset,when get long favorite start with covid,155
Symptoms - Fever Onset,when do fever start qith covid,155
Symptoms - Fever Onset,does the covid evoke s fever,155
Symptoms - Fever Onset,does the covid provoque a pyrexia,155
Symptoms - Fever Onset,does the covid provoke an febrility,155
Symptoms - Fever Onset,exercise the covid provoke a fver,155
Symptoms - Fever Onset,does the covid provoke la fever,155
Symptoms - Fever Onset,does the covid provoque a feverishness,155
Symptoms - Fever Onset,does the covid provoke a favorite,155
Symptoms - Fever Onset,serve the covid provoque a fever,155
Transmission - Time of Contagiousness When Infected,when aye you contagious with covid,193
Transmission - Time of Contagiousness When Infected,when and you contractable with covid,193
Transmission - Time of Contagiousness When Infected,when qre you contagious with covid,193
Transmission - Time of Contagiousness When Infected,when are you'll catching with covid,193
Transmission - Time of Contagiousness When Infected,when are you contagious wity covid,193
Transmission - Time of Contagiousness When Infected,when are you contagious mit covid,193
Transmission - Time of Contagiousness When Infected,whin are you communicable with covid,193
Transmission - Time of Contagiousness When Infected,when ale you contagious with covid,193
Transmission - Time of Contagiousness When Infected,at what phase ìs covid the mosy contagious,193
Transmission - Time of Contagiousness When Infected,ay what stage cost covid thwe most contagious,193
Transmission - Time of Contagiousness When Infected,im what stagecoach be covid tie most contagious,193
Transmission - Time of Contagiousness When Infected,at what stage br covid that near contagious,193
Transmission - Time of Contagiousness When Infected,at what stagecoach si covid the most thatching,193
